,fecha,nombre_completo,estado,temperatura,presion,humedad_relativa,precipitacion
32,2024-02-08 00:32:00,ITM Medellín,Habilitada,19.38889,786.92279,91,0.00000
33,2024-02-08 00:33:01,ITM Medellín,Habilitada,19.33333,786.92279,92,0.00000
34,2024-02-08 00:34:00,ITM Medellín,Habilitada,19.27778,786.88893,92,0.00000
35,2024-02-08 00:35:00,ITM Medellín,Habilitada,19.27778,786.88893,92,0.00000
36,2024-02-08 00:36:00,ITM Medellín,Habilitada,19.27778,786.78734,92,0.00000
37,2024-02-08 00:37:00,ITM Medellín,Habilitada,19.22222,786.88893,92,0.00000
38,2024-02-08 00:38:00,ITM Medellín,Habilitada,19.22222,786.85506,92,0.00000
39,2024-02-08 00:39:00,ITM Medellín,Habilitada,19.22222,786.88893,92,0.00000
40,2024-02-08 00:40:00,ITM Medellín,Habilitada,19.16667,786.88893,92,0.00000
41,2024-02-08 00:41:00,ITM Medellín,Habilitada,19.16667,786.88893,92,0.00000
42,2024-02-08 00:42:01,ITM Medellín,Habilitada,19.16667,786.85506,92,0.00000
43,2024-02-08 00:43:00,ITM Medellín,Habilitada,19.16667,786.85506,92,0.00000
44,2024-02-08 00:44:00,ITM Medellín,Habilitada,19.16667,786.82120,93,0.00000
45,2024-02-08 00:45:00,ITM Medellín,Habilitada,19.16667,786.82120,93,0.00000
46,2024-02-08 00:46:00,ITM Medellín,Habilitada,19.16667,786.78734,93,0.00000
47,2024-02-08 00:47:00,ITM Medellín,Habilitada,19.16667,786.71961,93,0.00000
48,2024-02-08 00:48:00,ITM Medellín,Habilitada,19.16667,786.71961,93,0.00000
49,2024-02-08 00:49:01,ITM Medellín,Habilitada,19.16667,786.71961,93,0.00000
50,2024-02-08 00:50:00,ITM Medellín,Habilitada,19.16667,786.68574,93,0.00000
51,2024-02-08 00:51:01,ITM Medellín,Habilitada,19.11111,786.65188,93,0.00000
52,2024-02-08 00:52:00,ITM Medellín,Habilitada,19.11111,786.68574,92,0.00000
53,2024-02-08 00:53:00,ITM Medellín,Habilitada,19.11111,786.65188,93,0.00000
54,2024-02-08 00:54:00,ITM Medellín,Habilitada,19.11111,786.71961,93,0.00000
55,2024-02-08 00:55:00,ITM Medellín,Habilitada,19.11111,786.71961,92,0.00000
56,2024-02-08 00:56:00,ITM Medellín,Habilitada,19.11111,786.71961,92,0.00000
57,2024-02-08 00:57:00,ITM Medellín,Habilitada,19.11111,786.68574,92,0.00000
58,2024-02-08 00:58:01,ITM Medellín,Habilitada,19.11111,786.61802,92,0.00000
59,2024-02-08 00:59:00,ITM Medellín,Habilitada,19.11111,786.68574,93,0.00000
60,2024-02-08 01:00:00,ITM Medellín,Habilitada,19.11111,786.68574,92,0.00000
61,2024-02-08 01:01:00,ITM Medellín,Habilitada,19.05556,786.65188,93,0.00000
62,2024-02-08 01:02:00,ITM Medellín,Habilitada,19.11111,786.65188,93,0.00000
63,2024-02-08 01:03:00,ITM Medellín,Habilitada,19.05556,786.65188,92,0.00000
64,2024-02-08 01:04:00,ITM Medellín,Habilitada,19.05556,786.65188,92,0.00000
65,2024-02-08 01:05:00,ITM Medellín,Habilitada,19.05556,786.65188,92,0.00000
66,2024-02-08 01:06:00,ITM Medellín,Habilitada,19.05556,786.61802,92,0.00000
67,2024-02-08 01:07:00,ITM Medellín,Habilitada,19.05556,786.61802,92,0.00000
68,2024-02-08 01:08:01,ITM Medellín,Habilitada,19.05556,786.65188,92,0.00000
69,2024-02-08 01:09:00,ITM Medellín,Habilitada,19.05556,786.61802,92,0.00000
70,2024-02-08 01:10:00,ITM Medellín,Habilitada,19.05556,786.61802,92,0.00000
71,2024-02-08 01:11:00,ITM Medellín,Habilitada,19.05556,786.58415,92,0.00000
72,2024-02-08 01:12:00,ITM Medellín,Habilitada,19.05556,786.61802,92,0.00000
73,2024-02-08 01:13:00,ITM Medellín,Habilitada,19.05556,786.58415,92,0.00000
74,2024-02-08 01:14:01,ITM Medellín,Habilitada,19.05556,786.51642,93,0.00000
75,2024-02-08 01:15:00,ITM Medellín,Habilitada,19.05556,786.55029,93,0.00000
76,2024-02-08 01:16:01,ITM Medellín,Habilitada,19.11111,786.55029,92,0.00000
77,2024-02-08 01:17:00,ITM Medellín,Habilitada,19.11111,786.55029,92,0.00000
78,2024-02-08 01:18:00,ITM Medellín,Habilitada,19.11111,786.55029,92,0.00000
79,2024-02-08 01:19:00,ITM Medellín,Habilitada,19.11111,786.51642,92,0.00000
80,2024-02-08 01:20:00,ITM Medellín,Habilitada,19.11111,786.51642,92,0.00000
81,2024-02-08 01:21:00,ITM Medellín,Habilitada,19.11111,786.44870,92,0.00000
82,2024-02-08 01:22:00,ITM Medellín,Habilitada,19.11111,786.41483,92,0.00000
83,2024-02-08 01:23:01,ITM Medellín,Habilitada,19.11111,786.44870,92,0.00000
84,2024-02-08 01:24:00,ITM Medellín,Habilitada,19.16667,786.41483,92,0.00000
85,2024-02-08 01:25:00,ITM Medellín,Habilitada,19.11111,786.44870,92,0.00000
86,2024-02-08 01:26:00,ITM Medellín,Habilitada,19.16667,786.44870,92,0.00000
87,2024-02-08 01:27:00,ITM Medellín,Habilitada,19.16667,786.48256,92,0.00000
88,2024-02-08 01:28:00,ITM Medellín,Habilitada,19.16667,786.48256,92,0.00000
89,2024-02-08 01:29:00,ITM Medellín,Habilitada,19.16667,786.48256,92,0.00000
90,2024-02-08 01:30:00,ITM Medellín,Habilitada,19.16667,786.44870,92,0.00000
91,2024-02-08 01:31:00,ITM Medellín,Habilitada,19.16667,786.51642,92,0.00000
92,2024-02-08 01:32:01,ITM Medellín,Habilitada,19.22222,786.51642,92,0.00000
93,2024-02-08 01:33:00,ITM Medellín,Habilitada,19.22222,786.41483,92,0.00000
94,2024-02-08 01:34:00,ITM Medellín,Habilitada,19.22222,786.44870,92,0.00000
95,2024-02-08 01:35:00,ITM Medellín,Habilitada,19.22222,786.51642,92,0.00000
96,2024-02-08 01:36:00,ITM Medellín,Habilitada,19.22222,786.41483,92,0.00000
97,2024-02-08 01:37:00,ITM Medellín,Habilitada,19.22222,786.41483,92,0.00000
98,2024-02-08 01:38:00,ITM Medellín,Habilitada,19.22222,786.38097,92,0.00000
99,2024-02-08 01:39:01,ITM Medellín,Habilitada,19.22222,786.34711,92,0.00000
100,2024-02-08 01:40:00,ITM Medellín,Habilitada,19.22222,786.27938,92,0.00000
101,2024-02-08 01:41:01,ITM Medellín,Habilitada,19.22222,786.27938,92,0.00000
102,2024-02-08 01:42:00,ITM Medellín,Habilitada,19.27778,786.27938,92,0.00000
103,2024-02-08 01:43:00,ITM Medellín,Habilitada,19.27778,786.27938,92,0.00000
104,2024-02-08 01:44:00,ITM Medellín,Habilitada,19.27778,786.27938,92,0.00000
105,2024-02-08 01:45:00,ITM Medellín,Habilitada,19.27778,786.27938,92,0.00000
106,2024-02-08 01:46:00,ITM Medellín,Habilitada,19.22222,786.27938,92,0.00000
107,2024-02-08 01:47:00,ITM Medellín,Habilitada,19.27778,786.21165,92,0.00000
108,2024-02-08 01:48:00,ITM Medellín,Habilitada,19.27778,786.24551,92,0.00000
109,2024-02-08 01:49:01,ITM Medellín,Habilitada,19.27778,786.21165,92,0.00000
110,2024-02-08 01:50:00,ITM Medellín,Habilitada,19.27778,786.14392,92,0.00000
111,2024-02-08 01:51:01,ITM Medellín,Habilitada,19.27778,786.17779,92,0.00000
112,2024-02-08 01:52:00,ITM Medellín,Habilitada,19.22222,786.17779,92,0.00000
113,2024-02-08 01:53:00,ITM Medellín,Habilitada,19.22222,786.21165,92,0.00000
114,2024-02-08 01:54:00,ITM Medellín,Habilitada,19.22222,786.17779,92,0.00000
115,2024-02-08 01:55:00,ITM Medellín,Habilitada,19.27778,786.11006,92,0.00000
116,2024-02-08 01:56:00,ITM Medellín,Habilitada,19.27778,786.07619,92,0.00000
117,2024-02-08 01:57:01,ITM Medellín,Habilitada,19.22222,786.07619,92,0.00000
118,2024-02-08 01:58:01,ITM Medellín,Habilitada,19.22222,786.04233,92,0.00000
119,2024-02-08 01:59:00,ITM Medellín,Habilitada,19.22222,786.07619,92,0.00000
120,2024-02-08 02:00:00,ITM Medellín,Habilitada,19.22222,786.04233,92,0.00000
121,2024-02-08 02:01:10,ITM Medellín,Habilitada,19.22222,786.00847,91,0.00000
122,2024-02-08 02:02:00,ITM Medellín,Habilitada,19.22222,785.97460,91,0.00000
123,2024-02-08 02:03:01,ITM Medellín,Habilitada,19.22222,785.97460,91,0.00000
124,2024-02-08 02:04:00,ITM Medellín,Habilitada,19.22222,785.97460,91,0.00000
125,2024-02-08 02:05:00,ITM Medellín,Habilitada,19.22222,785.97460,91,0.00000
126,2024-02-08 02:06:00,ITM Medellín,Habilitada,19.22222,786.00847,91,0.00000
127,2024-02-08 02:07:00,ITM Medellín,Habilitada,19.22222,786.00847,91,0.00000
128,2024-02-08 02:08:00,ITM Medellín,Habilitada,19.16667,786.00847,91,0.00000
129,2024-02-08 02:09:00,ITM Medellín,Habilitada,19.16667,786.04233,91,0.00000
130,2024-02-08 02:10:00,ITM Medellín,Habilitada,19.16667,785.97460,91,0.00000
131,2024-02-08 02:11:00,ITM Medellín,Habilitada,19.16667,786.00847,91,0.00000
132,2024-02-08 02:12:11,ITM Medellín,Habilitada,19.11111,786.00847,91,0.00000
133,2024-02-08 02:13:00,ITM Medellín,Habilitada,19.11111,785.97460,91,0.00000
134,2024-02-08 02:14:00,ITM Medellín,Habilitada,19.11111,785.94074,91,0.00000
135,2024-02-08 02:15:00,ITM Medellín,Habilitada,19.05556,785.97460,91,0.00000
136,2024-02-08 02:16:00,ITM Medellín,Habilitada,19.05556,785.90687,91,0.00000
137,2024-02-08 02:17:01,ITM Medellín,Habilitada,19.05556,785.90687,91,0.00000
138,2024-02-08 02:18:00,ITM Medellín,Habilitada,19.05556,785.90687,91,0.00000
139,2024-02-08 02:19:00,ITM Medellín,Habilitada,19.00000,785.80528,91,0.00000
140,2024-02-08 02:20:00,ITM Medellín,Habilitada,19.00000,785.90687,91,0.00000
141,2024-02-08 02:21:00,ITM Medellín,Habilitada,19.00000,785.90687,91,0.00000
142,2024-02-08 02:22:00,ITM Medellín,Habilitada,18.94444,785.87301,91,0.00000
143,2024-02-08 02:23:00,ITM Medellín,Habilitada,19.00000,785.90687,91,0.00000
144,2024-02-08 02:24:00,ITM Medellín,Habilitada,18.94444,785.83915,91,0.00000
145,2024-02-08 02:25:00,ITM Medellín,Habilitada,18.94444,785.83915,91,0.00000
146,2024-02-08 02:26:00,ITM Medellín,Habilitada,18.94444,785.83915,91,0.00000
147,2024-02-08 02:27:00,ITM Medellín,Habilitada,18.94444,785.77142,91,0.00000
148,2024-02-08 02:28:00,ITM Medellín,Habilitada,18.94444,785.77142,91,0.00000
149,2024-02-08 02:29:00,ITM Medellín,Habilitada,19.00000,785.77142,91,0.00000
150,2024-02-08 02:30:00,ITM Medellín,Habilitada,19.00000,785.73756,91,0.00000
151,2024-02-08 02:31:00,ITM Medellín,Habilitada,19.00000,785.66983,91,0.00000
152,2024-02-08 02:32:00,ITM Medellín,Habilitada,18.94444,785.70369,91,0.00000
153,2024-02-08 02:33:00,ITM Medellín,Habilitada,18.94444,785.70369,91,0.00000
154,2024-02-08 02:34:01,ITM Medellín,Habilitada,18.94444,785.73756,91,0.00000
155,2024-02-08 02:35:00,ITM Medellín,Habilitada,18.94444,785.73756,91,0.00000
156,2024-02-08 02:36:01,ITM Medellín,Habilitada,18.88889,785.70369,91,0.00000
157,2024-02-08 02:37:00,ITM Medellín,Habilitada,18.88889,785.70369,91,0.00000
158,2024-02-08 02:38:00,ITM Medellín,Habilitada,18.88889,785.77142,92,0.00000
159,2024-02-08 02:39:00,ITM Medellín,Habilitada,18.88889,785.77142,92,0.00000
160,2024-02-08 02:40:00,ITM Medellín,Habilitada,18.88889,785.77142,92,0.00000
161,2024-02-08 02:41:00,ITM Medellín,Habilitada,18.88889,785.66983,92,0.00000
162,2024-02-08 02:42:00,ITM Medellín,Habilitada,18.94444,785.70369,92,0.00000
163,2024-02-08 02:43:01,ITM Medellín,Habilitada,18.94444,785.66983,92,0.00000
164,2024-02-08 02:44:00,ITM Medellín,Habilitada,18.94444,785.70369,92,0.00000
165,2024-02-08 02:45:00,ITM Medellín,Habilitada,18.94444,785.66983,92,0.00000
166,2024-02-08 02:46:00,ITM Medellín,Habilitada,18.94444,785.66983,92,0.00000
167,2024-02-08 02:47:00,ITM Medellín,Habilitada,19.00000,785.70369,92,0.00000
168,2024-02-08 02:48:00,ITM Medellín,Habilitada,18.94444,785.63596,92,0.00000
169,2024-02-08 02:49:01,ITM Medellín,Habilitada,19.00000,785.63596,92,0.00000
170,2024-02-08 02:50:10,ITM Medellín,Habilitada,19.00000,785.63596,92,0.00000
171,2024-02-08 02:51:00,ITM Medellín,Habilitada,19.00000,785.63596,92,0.00000
172,2024-02-08 02:52:00,ITM Medellín,Habilitada,19.00000,785.63596,91,0.00000
173,2024-02-08 02:53:00,ITM Medellín,Habilitada,19.00000,785.60210,92,0.00000
174,2024-02-08 02:54:11,ITM Medellín,Habilitada,18.94444,785.63596,91,0.00000
175,2024-02-08 02:55:00,ITM Medellín,Habilitada,18.94444,785.63596,91,0.00000
176,2024-02-08 02:56:01,ITM Medellín,Habilitada,18.94444,785.63596,91,0.00000
177,2024-02-08 02:57:00,ITM Medellín,Habilitada,18.94444,785.60210,91,0.00000
178,2024-02-08 02:58:00,ITM Medellín,Habilitada,18.94444,785.56824,91,0.00000
179,2024-02-08 02:59:00,ITM Medellín,Habilitada,18.88889,785.53437,91,0.00000
180,2024-02-08 03:00:00,ITM Medellín,Habilitada,18.88889,785.53437,91,0.00000
181,2024-02-08 03:01:00,ITM Medellín,Habilitada,18.88889,785.53437,91,0.00000
182,2024-02-08 03:02:00,ITM Medellín,Habilitada,18.83333,785.56824,91,0.00000
183,2024-02-08 03:03:01,ITM Medellín,Habilitada,18.83333,785.56824,91,0.00000
184,2024-02-08 03:04:10,ITM Medellín,Habilitada,18.83333,785.56824,91,0.00000
185,2024-02-08 03:05:00,ITM Medellín,Habilitada,18.83333,785.56824,91,0.00000
186,2024-02-08 03:06:00,ITM Medellín,Habilitada,18.83333,785.60210,91,0.00000
187,2024-02-08 03:07:00,ITM Medellín,Habilitada,18.83333,785.53437,91,0.00000
188,2024-02-08 03:08:01,ITM Medellín,Habilitada,18.83333,785.56824,91,0.00000
189,2024-02-08 03:09:00,ITM Medellín,Habilitada,18.83333,785.56824,91,0.00000
190,2024-02-08 03:10:00,ITM Medellín,Habilitada,18.83333,785.50051,92,0.00000
191,2024-02-08 03:11:00,ITM Medellín,Habilitada,18.83333,785.50051,92,0.00000
192,2024-02-08 03:12:00,ITM Medellín,Habilitada,18.83333,785.56824,92,0.00000
193,2024-02-08 03:13:00,ITM Medellín,Habilitada,18.83333,785.46664,92,0.00000
194,2024-02-08 03:14:11,ITM Medellín,Habilitada,18.83333,785.50051,92,0.00000
195,2024-02-08 03:15:00,ITM Medellín,Habilitada,18.83333,785.50051,92,0.00000
196,2024-02-08 03:16:01,ITM Medellín,Habilitada,18.83333,785.56824,92,0.00000
197,2024-02-08 03:17:00,ITM Medellín,Habilitada,18.83333,785.56824,92,0.00000
198,2024-02-08 03:18:00,ITM Medellín,Habilitada,18.88889,785.60210,91,0.00000
199,2024-02-08 03:19:00,ITM Medellín,Habilitada,18.88889,785.60210,91,0.00000
200,2024-02-08 03:20:10,ITM Medellín,Habilitada,18.88889,785.46664,91,0.00000
201,2024-02-08 03:21:01,ITM Medellín,Habilitada,18.88889,785.53437,91,0.00000
202,2024-02-08 03:22:00,ITM Medellín,Habilitada,18.88889,785.53437,91,0.00000
203,2024-02-08 03:23:00,ITM Medellín,Habilitada,18.88889,785.60210,91,0.00000
204,2024-02-08 03:24:00,ITM Medellín,Habilitada,18.94444,785.60210,91,0.00000
205,2024-02-08 03:25:00,ITM Medellín,Habilitada,18.94444,785.60210,91,0.00000
206,2024-02-08 03:26:00,ITM Medellín,Habilitada,18.94444,785.56824,91,0.00000
207,2024-02-08 03:27:01,ITM Medellín,Habilitada,18.94444,785.56824,91,0.00000
208,2024-02-08 03:28:00,ITM Medellín,Habilitada,18.94444,785.56824,91,0.00000
209,2024-02-08 03:29:00,ITM Medellín,Habilitada,18.94444,785.53437,91,0.00000
210,2024-02-08 03:30:00,ITM Medellín,Habilitada,18.94444,785.50051,91,0.00000
211,2024-02-08 03:31:00,ITM Medellín,Habilitada,18.94444,785.50051,91,0.00000
212,2024-02-08 03:32:00,ITM Medellín,Habilitada,19.00000,785.53437,91,0.00000
213,2024-02-08 03:33:00,ITM Medellín,Habilitada,19.00000,785.50051,91,0.00000
214,2024-02-08 03:34:01,ITM Medellín,Habilitada,19.00000,785.53437,91,0.00000
215,2024-02-08 03:35:00,ITM Medellín,Habilitada,19.00000,785.53437,91,0.00000
216,2024-02-08 03:36:00,ITM Medellín,Habilitada,19.00000,785.50051,91,0.00000
217,2024-02-08 03:37:00,ITM Medellín,Habilitada,19.00000,785.50051,91,0.00000
218,2024-02-08 03:38:00,ITM Medellín,Habilitada,19.00000,785.53437,91,0.00000
219,2024-02-08 03:39:00,ITM Medellín,Habilitada,19.00000,785.43278,91,0.00000
220,2024-02-08 03:40:10,ITM Medellín,Habilitada,19.00000,785.43278,91,0.00000
221,2024-02-08 03:41:00,ITM Medellín,Habilitada,19.00000,785.43278,91,0.00000
222,2024-02-08 03:42:01,ITM Medellín,Habilitada,19.00000,785.43278,91,0.00000
223,2024-02-08 03:43:00,ITM Medellín,Habilitada,19.00000,785.43278,91,0.00000
224,2024-02-08 03:44:00,ITM Medellín,Habilitada,19.00000,785.43278,91,0.00000
225,2024-02-08 03:45:00,ITM Medellín,Habilitada,19.00000,785.53437,91,0.00000
226,2024-02-08 03:46:00,ITM Medellín,Habilitada,19.00000,785.53437,91,0.00000
227,2024-02-08 03:47:00,ITM Medellín,Habilitada,19.00000,785.56824,91,0.00000
228,2024-02-08 03:48:00,ITM Medellín,Habilitada,19.00000,785.56824,91,0.00000
229,2024-02-08 03:49:01,ITM Medellín,Habilitada,19.00000,785.53437,91,0.00000
230,2024-02-08 03:50:00,ITM Medellín,Habilitada,19.05556,785.53437,91,0.00000
231,2024-02-08 03:51:01,ITM Medellín,Habilitada,19.05556,785.60210,91,0.00000
232,2024-02-08 03:52:00,ITM Medellín,Habilitada,19.05556,785.60210,91,0.00000
233,2024-02-08 03:53:10,ITM Medellín,Habilitada,19.05556,785.56824,91,0.00000
234,2024-02-08 03:54:11,ITM Medellín,Habilitada,19.00000,785.63596,91,0.00000
235,2024-02-08 03:55:00,ITM Medellín,Habilitada,19.00000,785.63596,91,0.00000
236,2024-02-08 03:56:00,ITM Medellín,Habilitada,19.00000,785.63596,91,0.00000
237,2024-02-08 03:57:00,ITM Medellín,Habilitada,18.94444,785.63596,91,0.00000
238,2024-02-08 03:58:00,ITM Medellín,Habilitada,18.94444,785.50051,91,0.00000
239,2024-02-08 03:59:00,ITM Medellín,Habilitada,18.88889,785.56824,91,0.00000
240,2024-02-08 04:00:00,ITM Medellín,Habilitada,18.88889,785.53437,91,0.00000
241,2024-02-08 04:01:00,ITM Medellín,Habilitada,18.88889,785.53437,91,0.00000
242,2024-02-08 04:02:01,ITM Medellín,Habilitada,18.88889,785.63596,91,0.00000
243,2024-02-08 04:03:00,ITM Medellín,Habilitada,18.88889,785.63596,91,0.00000
244,2024-02-08 04:04:00,ITM Medellín,Habilitada,18.94444,785.56824,91,0.00000
245,2024-02-08 04:05:00,ITM Medellín,Habilitada,18.94444,785.60210,91,0.00000
246,2024-02-08 04:06:10,ITM Medellín,Habilitada,19.00000,785.60210,91,0.00000
247,2024-02-08 04:07:00,ITM Medellín,Habilitada,19.00000,785.60210,91,0.00000
248,2024-02-08 04:08:01,ITM Medellín,Habilitada,19.00000,785.53437,91,0.00000
249,2024-02-08 04:09:00,ITM Medellín,Habilitada,19.05556,785.53437,91,0.00000
250,2024-02-08 04:10:00,ITM Medellín,Habilitada,19.05556,785.56824,91,0.00000
251,2024-02-08 04:11:00,ITM Medellín,Habilitada,19.05556,785.60210,91,0.00000
252,2024-02-08 04:12:00,ITM Medellín,Habilitada,19.05556,785.56824,91,0.00000
253,2024-02-08 04:13:00,ITM Medellín,Habilitada,19.05556,785.56824,91,0.00000
254,2024-02-08 04:14:00,ITM Medellín,Habilitada,19.05556,785.63596,91,0.00000
255,2024-02-08 04:15:00,ITM Medellín,Habilitada,19.00000,785.56824,91,0.00000
256,2024-02-08 04:16:00,ITM Medellín,Habilitada,19.00000,785.56824,91,0.00000
257,2024-02-08 04:17:01,ITM Medellín,Habilitada,19.05556,785.63596,91,0.00000
258,2024-02-08 04:18:00,ITM Medellín,Habilitada,19.00000,785.63596,91,0.00000
259,2024-02-08 04:19:00,ITM Medellín,Habilitada,19.00000,785.63596,91,0.00000
260,2024-02-08 04:20:00,ITM Medellín,Habilitada,19.00000,785.56824,91,0.00000
261,2024-02-08 04:21:00,ITM Medellín,Habilitada,19.00000,785.56824,91,0.00000
262,2024-02-08 04:22:00,ITM Medellín,Habilitada,19.00000,785.60210,91,0.00000
263,2024-02-08 04:23:00,ITM Medellín,Habilitada,19.00000,785.56824,91,0.00000
264,2024-02-08 04:24:01,ITM Medellín,Habilitada,19.00000,785.56824,91,0.00000
265,2024-02-08 04:25:00,ITM Medellín,Habilitada,19.00000,785.56824,91,0.00000
266,2024-02-08 04:26:01,ITM Medellín,Habilitada,18.94444,785.56824,91,0.00000
267,2024-02-08 04:27:10,ITM Medellín,Habilitada,18.94444,785.56824,91,0.00000
268,2024-02-08 04:28:00,ITM Medellín,Habilitada,18.94444,785.56824,91,0.00000
269,2024-02-08 04:29:01,ITM Medellín,Habilitada,18.88889,785.60210,91,0.00000
270,2024-02-08 04:30:00,ITM Medellín,Habilitada,18.88889,785.60210,91,0.00000
271,2024-02-08 04:31:01,ITM Medellín,Habilitada,18.83333,785.63596,91,0.00000
272,2024-02-08 04:32:00,ITM Medellín,Habilitada,18.83333,785.56824,91,0.00000
273,2024-02-08 04:33:00,ITM Medellín,Habilitada,18.83333,785.60210,91,0.00000
274,2024-02-08 04:34:00,ITM Medellín,Habilitada,18.83333,785.66983,92,0.00000
275,2024-02-08 04:35:00,ITM Medellín,Habilitada,18.83333,785.70369,92,0.00000
276,2024-02-08 04:36:00,ITM Medellín,Habilitada,18.83333,785.60210,92,0.00000
277,2024-02-08 04:37:00,ITM Medellín,Habilitada,18.77778,785.66983,92,0.00000
278,2024-02-08 04:38:11,ITM Medellín,Habilitada,18.77778,785.63596,91,0.00000
279,2024-02-08 04:39:00,ITM Medellín,Habilitada,18.77778,785.63596,92,0.00000
280,2024-02-08 04:40:10,ITM Medellín,Habilitada,18.77778,785.63596,92,0.00000
281,2024-02-08 04:41:00,ITM Medellín,Habilitada,18.77778,785.63596,92,0.00000
282,2024-02-08 04:42:01,ITM Medellín,Habilitada,18.77778,785.63596,92,0.00000
283,2024-02-08 04:43:00,ITM Medellín,Habilitada,18.77778,785.63596,92,0.00000
284,2024-02-08 04:44:00,ITM Medellín,Habilitada,18.77778,785.63596,92,0.00000
285,2024-02-08 04:45:00,ITM Medellín,Habilitada,18.77778,785.70369,92,0.00000
286,2024-02-08 04:46:10,ITM Medellín,Habilitada,18.77778,785.70369,92,0.00000
287,2024-02-08 04:47:00,ITM Medellín,Habilitada,18.77778,785.73756,92,0.00000
288,2024-02-08 04:48:01,ITM Medellín,Habilitada,18.77778,785.73756,92,0.00000
289,2024-02-08 04:49:00,ITM Medellín,Habilitada,18.77778,785.73756,92,0.00000
290,2024-02-08 04:50:00,ITM Medellín,Habilitada,18.77778,785.70369,92,0.00000
291,2024-02-08 04:51:00,ITM Medellín,Habilitada,18.77778,785.73756,92,0.00000
292,2024-02-08 04:52:10,ITM Medellín,Habilitada,18.77778,785.73756,92,0.00000
293,2024-02-08 04:53:01,ITM Medellín,Habilitada,18.83333,785.80528,92,0.00000
294,2024-02-08 04:54:10,ITM Medellín,Habilitada,18.77778,785.80528,92,0.00000
295,2024-02-08 04:55:00,ITM Medellín,Habilitada,18.83333,785.80528,92,0.00000
296,2024-02-08 04:56:00,ITM Medellín,Habilitada,18.77778,785.80528,92,0.00000
297,2024-02-08 04:57:11,ITM Medellín,Habilitada,18.83333,785.77142,92,0.00000
298,2024-02-08 04:58:00,ITM Medellín,Habilitada,18.83333,785.77142,92,0.00000
299,2024-02-08 04:59:00,ITM Medellín,Habilitada,18.77778,785.80528,92,0.00000
300,2024-02-08 05:00:00,ITM Medellín,Habilitada,18.83333,785.77142,92,0.00000
301,2024-02-08 05:01:00,ITM Medellín,Habilitada,18.83333,785.80528,92,0.00000
